"SAMPLECODE","Class","Family","Genus","Species","SPECIES_SCIENTIFIC","MaxN","Project name","Institute","Responsible person","Fieldtrip","Date","Location","Management","LATITUDE","LONGITUDE","count","duplicated","DATATYPE","OWNER","DAY","MONTH","YEAR"
"18-06_ISI_013","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-08,"Levens Canyon","IWP_St Lucia Sanctuary Zone",-27.9276036657392,32.6073383074253,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","06","2018"
"18-06_ISI_021","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",3,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-08,"Levens Non-Canyon","IWP_St Lucia Sanctuary Zone",-27.8898570220917,32.628350732848,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","06","2018"
"18-06_ISI_004","Elasmobranchii","Dasyatidae","Bathytoshia","sp.","Bathytoshia sp.",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-03,"Diepgat Canyon","IWP_St Lucia Restricted Zone",-27.6152,32.66965,NA,NA,"BRUVS","NRF-SAIAB MARIP","03","06","2018"
"21-03_SCF-WC_005","Elasmobranchii","Dasyatidae","Bathytoshia","sp.","Bathytoshia sp.",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-10,"Glentana","Exploited",-34.06204,22.31263,NA,NA,"BRUVS","NRF-SAIAB MARIP","10","03","2021"
"21-05_WILD_019","Elasmobranchii","Dasyatidae","Bathytoshia","sp.","Bathytoshia sp.",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-13,"Mngazi/Mngazana","Exploited",-31.73669,29.47103,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","05","2021"
"18-06_ISI_051","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-16,"Wright Non-Canyon","IWP_St Lucia Restricted Zone",-27.42625,32.7402,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","06","2018"
"15-04_AB_43","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-20,"Riy Banks","Exploited",-33.98706,25.8808,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","04","2015"
"20-11_OA_009","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",2,"iSimangaliso_OA","NRF-SAIAB MARIP","Anthony Bernard","20-11_OA",2020-11-12,"Blackrock?","IWP_Maputaland Restricted Zone",-27.12253,32.86253,NA,NA,"BRUVS","NRF-SAIAB MARIP","12","11","2020"
"15-05_AMA_010","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-24,"Gonubie MPA","Amathole MPA_Gonubie",-32.96158,28.02641,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","05","2015"
"01/11/2020_SHARKLIFE_ST LUCIA_2","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"St Lucia","SharkLife","Grant Smith","St Lucia",2020-11-02,"St Lucia","Not recorded",-27.50952,32.69554,NA,NA,"BRUVS","SharkLife","02","11","2020"
"05/11/2020_SHARKLIFE_ST LUCIA_8","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"St Lucia","SharkLife","Grant Smith","St Lucia",2020-11-05,"St Lucia","Not recorded",-27.519018,32.692684,NA,NA,"BRUVS","SharkLife","05","11","2020"
"08/11/2020_SHARKLIFE_ST LUCIA_13","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"St Lucia","SharkLife","Grant Smith","St Lucia",2020-11-08,"St Lucia","Not recorded",-27.506269,32.696442,NA,NA,"BRUVS","SharkLife","08","11","2020"
"16-03_AMA_105","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.1708033662289,27.6835478749126,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"16-03_AMA_97","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.195078363642,27.6739700417965,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"15-04_AB_23","Elasmobranchii","Hexanchidae","Notorynchus","cepedianus","Notorynchus cepedianus",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-19,"Riy Banks","Exploited",-33.98883,25.880465,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","04","2015"
"16-11_ISI_004","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-02,"5 Mile","IWP_St Lucia Restricted Zone",-27.4914666666667,32.70215,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","11","2016"
"16-11_ISI_094","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-14,"2 Mile","IWP_St Lucia Restricted Zone",-27.5158666666667,32.6952833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","11","2016"
"16-11_ISI_100","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-14,"2 Mile","IWP_St Lucia Restricted Zone",-27.5305666666667,32.6873833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","11","2016"
"17/11/2020_SHARKLIFE_ST LUCIA_26","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",2,"St Lucia","SharkLife","Grant Smith","St Lucia",2020-11-17,"St Lucia","Not recorded",-27.499113,32.698677,NA,NA,"BRUVS","SharkLife","17","11","2020"
"17/11/2020_SHARKLIFE_ST LUCIA_27","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"St Lucia","SharkLife","Grant Smith","St Lucia",2020-11-17,"St Lucia","Not recorded",-27.499561,32.694199,NA,NA,"BRUVS","SharkLife","17","11","2020"
"17-04_NSC-N_002","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-05,"Bluff","Exploited",-29.92733,31.02207,NA,NA,"BRUVS","NRF-SAIAB MARIP","05","04","2017"
"17-06_ISI-SOD_040","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-14,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.48806,32.70911,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","06","2017"
"17-04_NSC-N_053","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-13,"Bluff","Exploited",-29.85367,31.1185,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2017"
"17-04_NSC-N_069","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-22,"Aliwal Shoal","Aliwal Shaol MPA_controlled zone",-30.1614,30.92395,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","04","2017"
"17-06_ISI-SOD_074","Elasmobranchii","Aetobatidae","Aetobatus","ocellatus","Aetobatus ocellatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-25,"Red Sands","IWP_St Lucia Sanctuary Zone",-27.774633,32.6311,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","06","2017"
"17-04_NSC-S_013","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-05,"Port Edward","Not recorded",-31.33186,29.99479,NA,NA,"BRUVS","NRF-SAIAB MARIP","05","04","2017"
"17-04_NSC-S_016","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-05,"Port Edward","Not recorded",-31.35245,30.00407,NA,NA,"BRUVS","NRF-SAIAB MARIP","05","04","2017"
"17-04_NSC-S_038","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-11,"Protea Bank","Exploited",-30.8222,30.52623,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","04","2017"
"21-03_SCF-WC_014","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06241,22.33533,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_016","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06535,22.35385,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_096","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-18,"Kranshoek","Exploited",-34.10285,23.28854,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","03","2021"
"24/11/2020_SHARKLIFE_ST LUCIA_33","Elasmobranchii","Carcharhinidae","Carcharhinus","leucas","Carcharhinus leucas",1,"St Lucia","SharkLife","Grant Smith","St Lucia",2020-11-17,"St Lucia","Not recorded",-27.495964,32.699158,NA,NA,"BRUVS","SharkLife","17","11","2020"
"01/11/2020_SHARKLIFE_ST LUCIA_2","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"St Lucia","SharkLife","Grant Smith","St Lucia",2020-11-02,"St Lucia","Not recorded",-27.50952,32.69554,NA,NA,"BRUVS","SharkLife","02","11","2020"
"17-04_NSC-S_070","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-13,"Protea Bank","Exploited",-30.77283,30.45543,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2017"
"18-06_ISI_001","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-03,"Diepgat Canyon","IWP_St Lucia Restricted Zone",-27.6208166666667,32.67255,NA,NA,"BRUVS","NRF-SAIAB MARIP","03","06","2018"
"18-06_ISI_016","Elasmobranchii","Rhinidae","Rhynchobatus","djiddensis","Rhynchobatus djiddensis",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-08,"Levens Canyon","IWP_St Lucia Sanctuary Zone",-27.9173423722386,32.6119828876107,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","06","2018"
"ORI_KZN_152","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-10,"Central KZN","Not recorded",-29.8603,31.1023,NA,NA,"BRUVS","ORI","10","06","2016"
"16-03_AMA_154","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-16,"Kei MPA","Amathole MPA_Kei",-32.7101229038089,28.390936832875,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","04","2016"
"ORI_KZN_135","Elasmobranchii","Dasyatidae",NA,"sp.","Dasyatidae sp.",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-06,"Central KZN","Not recorded",-29.6783,31.3472,NA,NA,"BRUVS","ORI","06","06","2016"
"16-11_ISI_027","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-04,"Leven Point","IWP_St Lucia Sanctuary Zone",-27.9170666666667,32.6185666666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","11","2016"
"16-11_ISI_029","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-04,"Leven Point","IWP_St Lucia Sanctuary Zone",-27.9170333333333,32.6133,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","11","2016"
"13-02_TNP_083","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","13-02_TNP",2013-02-22,"Rheeders Reef","TNP MPA",-34.02864,23.91652,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","02","2013"
"16-11_ISI_037","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-08,"White sands canyon","IWP_St Lucia Restricted Zone",-27.4548166666667,32.7259166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","11","2016"
"16-11_ISI_039","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-08,"White sands canyon","IWP_St Lucia Restricted Zone",-27.46,32.726,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","11","2016"
"14-04_AB_008","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-10,"Bird Island","Bird Island MPA",-33.84518,26.25711,NA,NA,"BRUVS","NRF-SAIAB MARIP","10","04","2014"
"17-06_ISI-SOD_040","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-14,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.48806,32.70911,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","06","2017"
"14-04_AB_036","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-04_AB",2014-04-13,"Riy Banks","Exploited",-33.9871,25.88826,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","04","2014"
"18-06_ISI_001","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-03,"Diepgat Canyon","IWP_St Lucia Restricted Zone",-27.6208166666667,32.67255,NA,NA,"BRUVS","NRF-SAIAB MARIP","03","06","2018"
"14-01_PONDO_025","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-22,"Mnyameni","Exploited",-31.1826166666667,30.1330166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","01","2014"
"14-01_PONDO_026","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-22,"Casino","Exploited",-31.10095,30.1914833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","01","2014"
"14-01_PONDO_028","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-24,"Port Edward","Exploited",-31.12431,30.22871,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","01","2014"
"18-06_ISI_051","Elasmobranchii","Rhinidae","Rhynchobatus","djiddensis","Rhynchobatus djiddensis",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-16,"Wright Non-Canyon","IWP_St Lucia Restricted Zone",-27.42625,32.7402,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","06","2018"
"18-06_ISI_003","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-03,"Diepgat Canyon","IWP_St Lucia Restricted Zone",-27.6188166666667,32.6732666666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","03","06","2018"
"18-06_ISI_011","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-08,"Levens Canyon","IWP_St Lucia Sanctuary Zone",-27.9331731051206,32.6073016785085,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","06","2018"
"18-06_ISI_022","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-10,"Diepgat Non-Canyon","IWP_St Lucia Restricted Zone",-27.5654261559247,32.7060762885957,NA,NA,"BRUVS","NRF-SAIAB MARIP","10","06","2018"
"ORI_KZN_153","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-10,"Central KZN","Not recorded",-29.8631,31.1047,NA,NA,"BRUVS","ORI","10","06","2016"
"18-06_ISI_036","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-13,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.4885530397295,32.7114749886095,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","06","2018"
"18-06_ISI_040","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-13,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.4899093993008,32.704308964312,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","06","2018"
"18-06_ISI_050","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-16,"Wright Non-Canyon","IWP_St Lucia Restricted Zone",-27.43355,32.73531,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","06","2018"
"18-06_ISI_051","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-16,"Wright Non-Canyon","IWP_St Lucia Restricted Zone",-27.42625,32.7402,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","06","2018"
"18-06_ISI_052","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-16,"Wright Non-Canyon","IWP_St Lucia Restricted Zone",-27.415,32.75151,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","06","2018"
"14-01_PONDO_029","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-24,"Port Edward","Exploited",-31.13306,30.22871,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","01","2014"
"14-01_PONDO_036","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-24,"Port Edward","Exploited",-31.10056,30.26762,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","01","2014"
"20-11_OA_011","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso_OA","NRF-SAIAB MARIP","Anthony Bernard","20-11_OA",2020-11-12,"Blackrock?","IWP_Maputaland Restricted Zone",-27.14046,32.87058,NA,NA,"BRUVS","NRF-SAIAB MARIP","12","11","2020"
"18-06_ISI_038","Elasmobranchii","Gymnuridae","Gymnura","natalensis","Gymnura natalensis",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-13,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.4814482871443,32.706388849765,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","06","2018"
"20-11_OA_027","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",1,"iSimangaliso_OA","NRF-SAIAB MARIP","Anthony Bernard","20-11_OA",2020-11-13,"Bhanga area","IWP_Maputaland Sanctuary Zone",-27.08029,32.89791,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","11","2020"
"18-06_ISI_042","Elasmobranchii","Carchariidae","Carcharias","taurus","Carcharias taurus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-15,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.4880292546004,32.706880364567,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","06","2018"
"20-11_OA_035","Elasmobranchii","Carcharhinidae","Carcharhinus","limbatus","Carcharhinus limbatus",16,"iSimangaliso_OA","NRF-SAIAB MARIP","Anthony Bernard","20-11_OA",2020-11-16,"Kosi Bay","IWP_Maputaland Sanctuary Zone",-26.91348,32.93581,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","11","2020"
"14-01_PONDO_037","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-24,"Port Edward","Exploited",-31.10159,30.2532,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","01","2014"
"14-01_PONDO_038","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-26,"Msikaba","Pondoland MPA_no-take",-31.37544,29.9655,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","01","2014"
"20-10_UPWELLING_004","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-10_Upwelling",2020-10-07,"Thyspunt","Exploited",-34.2005299776792,24.726389972493,NA,NA,"BRUVS","NRF-SAIAB MARIP","07","10","2020"
"18-06_ISI_049","Elasmobranchii","Carchariidae","Carcharias","taurus","Carcharias taurus",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-16,"Wright Non-Canyon","IWP_St Lucia Restricted Zone",-27.41647,32.74509,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","06","2018"
"ORI_KZN_154","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-10,"Central KZN","Not recorded",-29.8607,31.1095,NA,NA,"BRUVS","ORI","10","06","2016"
"14-01_PONDO_039","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",2,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-26,"Msikaba","Pondoland MPA_no-take",-31.36998,29.95012,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","01","2014"
"20-11_OA_005","Elasmobranchii","Rhinidae","Rhynchobatus","djiddensis","Rhynchobatus djiddensis",1,"iSimangaliso_OA","NRF-SAIAB MARIP","Anthony Bernard","20-11_OA",2020-11-07,"Rocktail Bay","IWP_Maputaland Restricted Zone",-27.26767,32.80091,NA,NA,"BRUVS","NRF-SAIAB MARIP","07","11","2020"
"ORI_KZN_177","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2017-06-20,"Central KZN","Not recorded",-29.8005,31.2121,NA,NA,"BRUVS","ORI","20","06","2017"
"ORI_KZN_182","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2018-05-09,"Central KZN","Not recorded",-29.084667,32.108633,NA,NA,"BRUVS","ORI","09","05","2018"
"ORI_KZN_183","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2018-05-09,"Central KZN","Not recorded",-29.082783,32.107467,NA,NA,"BRUVS","ORI","09","05","2018"
"14-01_PONDO_040","Elasmobranchii","Dasyatidae","Dasyatis","chrysonota","Dasyatis chrysonota",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-26,"Msikaba","Pondoland MPA_no-take",-31.36979,29.96413,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","01","2014"
"18-06_ISI_065","Elasmobranchii","Mobulidae",NA,"sp.","Mobulidae sp.",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-18,"Diepgat Non-Canyon","IWP_St Lucia Restricted Zone",-27.55657,32.7124,NA,NA,"BRUVS","NRF-SAIAB MARIP","18","06","2018"
"ORI_KZN_186","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2018-07-08,"Central KZN","Not recorded",-29.541317,31.609067,NA,NA,"BRUVS","ORI","08","07","2018"
